"ID.Source";"ID.Target";"Weight";"City";"bCO";"c.rise";"c1.size";"c2.size";"cut.offRel"
"EF0025";"EF0026";1;"Erfurt";0,0350696321208603;0;102;0;0
"EF0025";"EF0032";1;"Erfurt";0,058750225211699;0;102;0;0
"EF0025";"EF0037";1;"Erfurt";0,0409451551124724;1;102;9;0,176470588235294
"EF0025";"EF0061";2;"Erfurt";0,0424332205606603;0;102;0;0
"EF0026";"EF0027";1;"Erfurt";0,00253238043761135;0;102;0;0
"EF0027";"EF0022";1;"Erfurt";0,00245230516685685;0;102;0;0
"EF0028";"EF0029";1;"Erfurt";0,00100094088443137;1;102;1;0,0196078431372549
"EF0029";"EF0030";1;"Erfurt";0,00298280383560547;1;102;2;0,0392156862745098
"EF0030";"EF0031";1;"Erfurt";0,00868816687686425;1;102;3;0,0588235294117647
"EF0031";"EF0032";2;"Erfurt";0,0319583742050861;1;102;8;0,156862745098039
"EF0031";"EF0033";1;"Erfurt";0,00965407483034052;1;102;4;0,0784313725490196
"EF0032";"EF0097";1;"Erfurt";0,0360605635964473;0;102;0;0
"EF0033";"EF0034";1;"Erfurt";0,0034432366424439;0;102;0;0
"EF0034";"EF0035";1;"Erfurt";0,000500470442215683;0;102;0;0
"EF0035";"EF0036";1;"Erfurt";0,000500470442215683;0;102;0;0
"EF0036";"EF0033";1;"Erfurt";0,0034432366424439;0;102;0;0
"EF0037";"EF0038";1;"Erfurt";0,0140331911997277;1;102;8;0,156862745098039
"EF0038";"EF0039";1;"Erfurt";0,0122915540608172;1;102;7;0,137254901960784
"EF0039";"EF0040";1;"Erfurt";0,0105098792865293;1;102;6;0,117647058823529
"EF0040";"EF0041";1;"Erfurt";0,00868816687686425;1;102;5;0,0980392156862745
"EF0041";"EF0042";1;"Erfurt";0,00682641683182191;1;102;4;0,0784313725490196
"EF0042";"EF0043";1;"Erfurt";0,00492462915140232;1;102;3;0,0588235294117647
"EF0043";"EF0044";1;"Erfurt";0,00298280383560547;1;102;2;0,0392156862745098
"EF0044";"EF0045";1;"Erfurt";0,00100094088443137;1;102;1;0,0196078431372549
"EF0046";"EF0047";1;"Erfurt";0,00100094088443137;1;102;1;0,0196078431372549
"EF0047";"EF0048";1;"Erfurt";0,00298280383560547;1;102;2;0,0392156862745098
"EF0048";"EF0049";1;"Erfurt";0,00492462915140232;1;102;3;0,0588235294117647
"EF0049";"EF0050";1;"Erfurt";0,00682641683182191;1;102;4;0,0784313725490196
"EF0050";"EF0051";1;"Erfurt";0,00868816687686425;1;102;5;0,0980392156862745
"EF0051";"EF0052";1;"Erfurt";0,0123716293315717;1;102;6;0,117647058823529
"EF0052";"EF0054";2;"Erfurt";0,0158549036093928;1;102;9;0,176470588235294
"EF0053";"EF0058";1;"Erfurt";0,00100094088443137;1;102;1;0,0196078431372549
"EF0054";"EF0055";2;"Erfurt";0,0173963525714171;1;102;10;0,196078431372549
"EF0055";"EF0056";2;"Erfurt";0,0190178768041959;1;102;11;0,215686274509804
"EF0056";"EF0057";2;"Erfurt";0,0205993634015975;1;102;12;0,235294117647059
"EF0057";"EF0059";2;"Erfurt";0,0221408123636218;1;102;13;0,254901960784314
"EF0058";"EF0052";1;"Erfurt";0,00856805397073249;1;102;2;0,0392156862745098
"EF0059";"EF0060";2;"Erfurt";0,0236422236902689;1;102;14;0,274509803921569
"EF0060";"EF0032";2;"Erfurt";0,03744353025177;1;102;15;0,294117647058824
"EF0061";"EF0062";2;"Erfurt";0,0171294350022354;0;102;0;0
"EF0062";"EF0063";2;"Erfurt";0,0156864118938469;0;102;0;0
"EF0063";"EF0064";2;"Erfurt";0,0143668381612049;0;102;0;0
"EF0064";"EF0065";2;"Erfurt";0,0131890643871906;0;102;0;0
"EF0065";"EF0066";2;"Erfurt";0,0120880294143161;0;102;0;0
"EF0066";"EF0067";2;"Erfurt";0,0110270320768189;0;102;0;0
"EF0067";"EF0068";1;"Erfurt";0,00780400242894988;0;102;0;0
"EF0067";"EF0069";1;"Erfurt";0,0081960376086855;0;102;0;0
"EF0068";"EF0073";2;"Erfurt";0,00457096337223657;0;102;0;0
"EF0069";"EF0068";1;"Erfurt";0,00549349722072081;0;102;0;0
"EF0069";"EF0070";2;"Erfurt";0,00492462915140232;1;102;3;0,0588235294117647
"EF0070";"EF0071";2;"Erfurt";0,00298280383560547;1;102;2;0,0392156862745098
"EF0071";"EF0072";2;"Erfurt";0,00100094088443137;1;102;1;0,0196078431372549
"EF0073";"EF0074";2;"Erfurt";0,00391534709293402;0;102;0;0
"EF0074";"EF0075";1;"Erfurt";0,00428069051575147;0;102;0;0
"EF0075";"EF0076";1;"Erfurt";0,00551184780360205;0;102;0;0
"EF0076";"EF0077";1;"Erfurt";0,0131523632214281;0;102;0;0
"EF0077";"EF0078";2;"Erfurt";0,0163653834604528;0;102;0;0
"EF0077";"EF0084";1;"Erfurt";0,0148306074376581;1;102;6;0,117647058823529
"EF0077";"EF0091";1;"Erfurt";0,0132090832048793;0;102;0;0
"EF0078";"EF0079";2;"Erfurt";0,0131290079341247;0;102;0;0
"EF0079";"EF0080";2;"Erfurt";0,0140799017743345;0;102;0;0
"EF0080";"EF0081";2;"Erfurt";0,0151008614764545;0;102;0;0
"EF0081";"EF0082";2;"Erfurt";0,016201896449329;0;102;0;0
"EF0082";"EF0083";2;"Erfurt";0,0174230443283353;0;102;0;0
"EF0083";"EF0025";2;"Erfurt";0,0425299781794887;0;102;0;0
"EF0084";"EF0085";1;"Erfurt";0,00868816687686425;1;102;5;0,0980392156862745
"EF0085";"EF0086";1;"Erfurt";0,00682641683182191;1;102;4;0,0784313725490196
"EF0086";"EF0087";1;"Erfurt";0,00492462915140232;1;102;3;0,0588235294117647
"EF0087";"EF0088";1;"Erfurt";0,00298280383560547;1;102;2;0,0392156862745098
"EF0088";"EF0089";1;"Erfurt";0,00100094088443137;1;102;1;0,0196078431372549
"EF0090";"EF0077";1;"Erfurt";0,0100260911923875;1;102;1;0,0196078431372549
"EF0091";"EF0092";1;"Erfurt";0,00664457923781688;0;102;0;0
"EF0092";"EF0093";1;"Erfurt";0,00740362607517733;0;102;0;0
"EF0093";"EF0094";1;"Erfurt";0,00838454814192007;0;102;0;0
"EF0094";"EF0095";1;"Erfurt";0,00940550784404006;0;102;0;0
"EF0095";"EF0096";1;"Erfurt";0,0105065428169146;0;102;0;0
"EF0096";"EF0097";1;"Erfurt";0,0163520375819937;0;102;0;0
"EF0097";"EF0098";1;"Erfurt";0,0156130095623219;1;102;6;0,117647058823529
"EF0098";"EF0099";1;"Erfurt";0,00868816687686425;1;102;5;0,0980392156862745
"EF0099";"EF0100";1;"Erfurt";0,00682641683182191;1;102;4;0,0784313725490196
"EF0100";"EF0101";1;"Erfurt";0,00492462915140232;1;102;3;0,0588235294117647
"EF0101";"EF0102";1;"Erfurt";0,0019818629511741;0;102;0;0
"EF0102";"EF0103";1;"Erfurt";0;0;102;0;0
"EF0103";"EF0101";1;"Erfurt";0,0019818629511741;0;102;0;0
