"ID.Source";"ID.Target";"Weight";"City";"bCO";"c.rise";"c1.size";"c2.size";"cut.offRel"
"K0090";"K0091";1;"Köln";0,00555837661335939;1;213;9;0,0845070422535211
"K0091";"K0092";1;"Köln";0,00492845940247853;1;213;8;0,0751173708920188
"K0092";"K0093";1;"Köln";0,00429211446495603;1;213;7;0,0657276995305164
"K0093";"K0094";1;"Köln";0,0036493418007919;1;213;6;0,0563380281690141
"K0094";"K0095";1;"Köln";0,00300014140998612;1;213;5;0,0469483568075117
"K0095";"K0096";1;"Köln";0,00234451329253869;1;213;4;0,0375586854460094
"K0096";"K0097";1;"Köln";0,00168245744844963;1;213;3;0,028169014084507
"K0097";"K0098";1;"Köln";0,00101397387771893;1;213;2;0,0187793427230047
"K0098";"K0099";1;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
"K0100";"K0101";2;"Köln";0,0147628811641898;1;213;25;0,234741784037559
"K0101";"K0102";2;"Köln";0,0142358075795753;1;213;24;0,225352112676056
"K0102";"K0103";2;"Köln";0,013882282614285;1;213;23;0,215962441314554
"K0103";"K0104";1;"Köln";0,0110540828919628;1;213;14;0,131455399061033
"K0103";"K0118";1;"Köln";0,00920289761917005;1;213;8;0,0751173708920188
"K0104";"K0105";1;"Köln";0,0080137681904664;1;213;13;0,122065727699531
"K0105";"K0106";1;"Köln";0,00740956188615211;1;213;12;0,112676056338028
"K0106";"K0107";1;"Köln";0,00679892785519617;1;213;11;0,103286384976526
"K0107";"K0108";1;"Köln";0,0061818660975986;1;213;10;0,0938967136150235
"K0108";"K0109";1;"Köln";0,00555837661335939;1;213;9;0,0845070422535211
"K0109";"K0110";1;"Köln";0,00492845940247853;1;213;8;0,0751173708920188
"K0110";"K0111";1;"Köln";0,00429211446495603;1;213;7;0,0657276995305164
"K0111";"K0112";1;"Köln";0,0036493418007919;1;213;6;0,0563380281690141
"K0112";"K0113";1;"Köln";0,00300014140998612;1;213;5;0,0469483568075117
"K0113";"K0114";1;"Köln";0,00234451329253869;1;213;4;0,0375586854460094
"K0114";"K0115";1;"Köln";0,00168245744844963;1;213;3;0,028169014084507
"K0115";"K0116";1;"Köln";0,00101397387771893;1;213;2;0,0187793427230047
"K0116";"K0117";1;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
"K0118";"K0119";1;"Köln";0,00429211446495603;1;213;7;0,0657276995305164
"K0119";"K0120";1;"Köln";0,0036493418007919;1;213;6;0,0563380281690141
"K0120";"K0121";1;"Köln";0,00300014140998612;1;213;5;0,0469483568075117
"K0121";"K0122";1;"Köln";0,00234451329253869;1;213;4;0,0375586854460094
"K0122";"K0123";1;"Köln";0,00168245744844963;1;213;3;0,028169014084507
"K0123";"K0124";1;"Köln";0,00101397387771893;1;213;2;0,0187793427230047
"K0124";"K0125";1;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
"K0126";"K0130";1;"Köln";0,00584574573260168;0;213;0;0
"K0126";"K0131";3;"Köln";0,00949189280021157;0;213;0;0
"K0126";"K0144";2;"Köln";0,00733032867721059;0;213;0;0
"K0127";"K0126";2;"Köln";0,00834185772318904;0;213;0;0
"K0127";"K0128";2;"Köln";0,0066419497621129;0;213;0;0
"K0128";"K0129";1;"Köln";0,0067653429834936;0;213;0;0
"K0128";"K0147";2;"Köln";0,00780473316364135;0;213;0;0
"K0129";"K0084";1;"Köln";0,014130285733875;0;213;0;0
"K0130";"K0128";1;"Köln";0,00414583777152554;0;213;0;0
"K0131";"K0132";2;"Köln";0,00555028839066865;0;213;0;0
"K0131";"K0185";1;"Köln";0,0053707137776178;0;213;0;0
"K0132";"K0133";2;"Köln";0,00356610274078264;0;213;0;0
"K0133";"K0134";2;"Köln";0,00819840463824753;0;213;0;0
"K0134";"K0135";2;"Köln";0,00905631866954628;1;213;9;0,0845070422535211
"K0134";"K0183";1;"Köln";0,0120867775235255;0;213;0;0
"K0135";"K0136";2;"Köln";0,00492845940247853;1;213;8;0,0751173708920188
"K0136";"K0137";2;"Köln";0,00429211446495603;1;213;7;0,0657276995305164
"K0137";"K0138";2;"Köln";0,0036493418007919;1;213;6;0,0563380281690141
"K0138";"K0139";2;"Köln";0,00300014140998612;1;213;5;0,0469483568075117
"K0139";"K0140";2;"Köln";0,00234451329253869;1;213;4;0,0375586854460094
"K0140";"K0141";1;"Köln";0,00168245744844963;1;213;3;0,028169014084507
"K0141";"K0142";1;"Köln";0,00101397387771893;1;213;2;0,0187793427230047
"K0142";"K0143";1;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
"K0144";"K0145";2;"Köln";0,00303945767127749;0;213;0;0
"K0145";"K0146";2;"Köln";0,00662583453317564;0;213;0;0
"K0146";"K0148";2;"Köln";0,00801170596150221;0;213;0;0
"K0146";"K0168";2;"Köln";0,00715997861709604;0;213;0;0
"K0147";"K0146";2;"Köln";0,00893512924015701;0;213;0;0
"K0148";"K0149";2;"Köln";0,00560551327539809;0;213;0;0
"K0149";"K0150";2;"Köln";0,0107148060540615;0;213;0;0
"K0150";"K0151";2;"Köln";0,0129867395999383;1;213;17;0,15962441314554
"K0150";"K0170";1;"Köln";0,0123189523662604;0;213;0;0
"K0151";"K0152";2;"Köln";0,00978782074355942;1;213;16;0,150234741784038
"K0152";"K0153";2;"Köln";0,00928163727053016;1;213;15;0,140845070422535
"K0153";"K0154";1;"Köln";0,00651932174628477;1;213;7;0,0657276995305164
"K0153";"K0161";1;"Köln";0,00651932174628477;1;213;7;0,0657276995305164
"K0154";"K0155";1;"Köln";0,0036493418007919;1;213;6;0,0563380281690141
"K0155";"K0156";1;"Köln";0,00300014140998612;1;213;5;0,0469483568075117
"K0156";"K0157";1;"Köln";0,00234772715585952;1;213;4;0,0375586854460094
"K0157";"K0158";1;"Köln";0,00134982259474469;1;213;2;0,0187793427230047
"K0157";"K0160";1;"Köln";0,00101076001439811;1;213;1;0,00938967136150235
"K0158";"K0159";1;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
"K0161";"K0162";1;"Köln";0,0036493418007919;1;213;6;0,0563380281690141
"K0162";"K0163";1;"Köln";0,00300014140998612;1;213;5;0,0469483568075117
"K0163";"K0164";1;"Köln";0,00234451329253869;1;213;4;0,0375586854460094
"K0164";"K0165";1;"Köln";0,00168245744844963;1;213;3;0,028169014084507
"K0165";"K0166";1;"Köln";0,00101397387771893;1;213;2;0,0187793427230047
"K0166";"K0167";1;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
"K0168";"K0169";1;"Köln";0,00297809966404415;0;213;0;0
"K0168";"K0173";1;"Köln";0,00265162471503745;0;213;0;0
"K0169";"K0170";1;"Köln";0,00536326832759123;0;213;0;0
"K0170";"K0171";1;"Köln";0,00471061303371557;1;213;2;0,0187793427230047
"K0170";"K0175";1;"Köln";0,0084737791604532;0;213;0;0
"K0171";"K0172";1;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
"K0173";"K0174";1;"Köln";0,00123098999845735;0;213;0;0
"K0174";"K0175";1;"Köln";0,00466797578032601;0;213;0;0
"K0175";"K0176";2;"Köln";0,0091939255840661;0;213;0;0
"K0176";"K0177";2;"Köln";0,00646198106820247;0;213;0;0
"K0176";"K0206";1;"Köln";0,00739764380967073;1;213;8;0,0751173708920188
"K0177";"K0178";2;"Köln";0,00378775218114191;0;213;0;0
"K0178";"K0179";3;"Köln";0,00440363552218851;1;213;7;0,0657276995305164
"K0179";"K0180";3;"Köln";0,0036493418007919;1;213;6;0,0563380281690141
"K0180";"K0201";2;"Köln";0,00300014140998612;1;213;5;0,0469483568075117
"K0181";"K0182";1;"Köln";0,00768477571519173;0;213;0;0
"K0182";"K0134";1;"Köln";0,0102783366328997;0;213;0;0
"K0183";"K0184";2;"Köln";0,0116618780103186;0;213;0;0
"K0184";"K0187";1;"Köln";0,00799507421881694;1;213;7;0,0657276995305164
"K0184";"K0194";1;"Köln";0,0102156395159493;0;213;0;0
"K0185";"K0186";1;"Köln";0,00322350491078315;0;213;0;0
"K0186";"K0183";1;"Köln";0,00725454654531117;0;213;0;0
"K0187";"K0188";1;"Köln";0,0036493418007919;1;213;6;0,0563380281690141
"K0188";"K0189";1;"Köln";0,00300014140998612;1;213;5;0,0469483568075117
"K0189";"K0190";1;"Köln";0,00234451329253869;1;213;4;0,0375586854460094
"K0190";"K0191";1;"Köln";0,00168245744844963;1;213;3;0,028169014084507
"K0191";"K0192";1;"Köln";0,00101397387771893;1;213;2;0,0187793427230047
"K0192";"K0193";1;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
"K0194";"K0195";1;"Köln";0,00840971615159149;0;213;0;0
"K0195";"K0150";1;"Köln";0,0121503852350834;0;213;0;0
"K0196";"K0197";2;"Köln";0,00763627316124167;0;213;0;0
"K0197";"K0198";1;"Köln";0,00579138170411889;0;213;0;0
"K0197";"K0199";1;"Köln";0,00536664288407809;0;213;0;0
"K0198";"K0176";1;"Köln";0,00706755326442811;0;213;0;0
"K0199";"K0200";1;"Köln";0,00290040451826331;0;213;0;0
"K0200";"K0178";1;"Köln";0,00376675494077921;0;213;0;0
"K0201";"K0202";2;"Köln";0,00234451329253869;1;213;4;0,0375586854460094
"K0202";"K0203";2;"Köln";0,00168245744844963;1;213;3;0,028169014084507
"K0203";"K0204";2;"Köln";0,00101397387771893;1;213;2;0,0187793427230047
"K0204";"K0205";2;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
"K0206";"K0207";1;"Köln";0,00429211446495603;1;213;7;0,0657276995305164
"K0207";"K0208";1;"Köln";0,0036493418007919;1;213;6;0,0563380281690141
"K0208";"K0209";1;"Köln";0,00300014140998612;1;213;5;0,0469483568075117
"K0209";"K0210";1;"Köln";0,00234451329253869;1;213;4;0,0375586854460094
"K0210";"K0211";1;"Köln";0,00168245744844963;1;213;3;0,028169014084507
"K0211";"K0212";1;"Köln";0,00101397387771893;1;213;2;0,0187793427230047
"K0212";"K0213";1;"Köln";0,000339062580346583;1;213;1;0,00938967136150235
