ID.Source;Name.Source;ID.Target;Name.Target;Linie;Color;City;Type;Service;Direktionalität;Scope;Scope_connects_to;last_checked
H0001;Wettbergen;H0002;Tresckowstr.;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0002;Tresckowstr.;H0003;Mühlenberger Markt;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0003;Mühlenberger Markt;H0004;Am Sauerwinkel;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0004;Am Sauerwinkel;H0005;Bartold-Knaust-Str.;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0005;Bartold-Knaust-Str.;H0006;Wallensteinstr.;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0001;Wettbergen;H0002;Tresckowstr.;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0002;Tresckowstr.;H0003;Mühlenberger Markt;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0003;Mühlenberger Markt;H0004;Am Sauerwinkel;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0004;Am Sauerwinkel;H0005;Bartold-Knaust-Str.;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0005;Bartold-Knaust-Str.;H0006;Wallensteinstr.;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0006;Wallensteinstr.;H0007;Beekestr.;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0007;Beekestr.;H0008;Schünemannplatz;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0008;Schünemannplatz;H0009;Bf. Linden / Fischerhof;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0009;Bf. Linden / Fischerhof;H0010;Stadionbrücke;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0010;Stadionbrücke;H0011;Allerweg;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0006;Wallensteinstr.;H0007;Beekestr.;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0007;Beekestr.;H0008;Schünemannplatz;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0008;Schünemannplatz;H0009;Bf. Linden / Fischerhof;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0009;Bf. Linden / Fischerhof;H0010;Stadionbrücke;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0010;Stadionbrücke;H0011;Allerweg;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0006;Wallensteinstr.;H0007;Beekestr.;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0007;Beekestr.;H0008;Schünemannplatz;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0008;Schünemannplatz;H0009;Bf. Linden / Fischerhof;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0009;Bf. Linden / Fischerhof;H0010;Stadionbrücke;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0010;Stadionbrücke;H0011;Allerweg;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0011;Allerweg;H0012;Waterloo;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0011;Allerweg;H0012;Waterloo;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0011;Allerweg;H0013;Schwarzer Bär;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0014;Empelde;H0015;Hermann-Ehlers-Alle;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0015;Hermann-Ehlers-Alle;H0016;Safariweg;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0016;Safariweg;H0017;Eichenfeldstr.;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0017;Eichenfeldstr.;H0018;Am Soltekamp;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0018;Am Soltekamp;H0019;Körtingsdorfer Weg;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0019;Körtingsdorfer Weg;H0020;Bauweg;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0020;Bauweg;H0021;Am Lindener Hafen;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0021;Am Lindener Hafen;H0022;Bernhard-Caspar-Str.;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0022;Bernhard-Caspar-Str.;H0023;Nieschlagstr.;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0023;Nieschlagstr.;H0024;Lindener Marktplatz;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0024;Lindener Marktplatz;H0013;Schwarzer Bär;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0013;Schwarzer Bär;H0012;Waterloo;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0013;Schwarzer Bär;H0025;Humboldtstr.;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0026;Ahlem;H0027;Ehrhardtstr. (Gedenkstätte Ahlem);10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0027;Ehrhardtstr. (Gedenkstätte Ahlem);H0028;Brunnenstr.;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0028;Brunnenstr.;H0029;Harenberger Str.;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0029;Harenberger Str.;H0030;Wunstdorfer Str.;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0030;Wunstdorfer Str.;H0031;Ungerstr.;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0031;Ungerstr.;H0032;Leinaustr.;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0032;Leinaustr.;H0033;Am Küchengarten;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0033;Am Küchengarten;H0034;Glocksee / Bhf.;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0034;Glocksee / Bhf.;H0035;Goetheplatz;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0025;Humboldtstr.;H0035;Goetheplatz;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0035;Goetheplatz;H0036;Steintor;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0036;Steintor;H0037;Hbf. / Rosenstr.;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0037;Hbf. / Rosenstr.;H0038;Hbf. / ZOB;10;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0035;Goetheplatz;H0036;Steintor;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0036;Steintor;H0037;Hbf. / Rosenstr.;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0037;Hbf. / Rosenstr.;H0038;Hbf. / ZOB;17;green;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0012;Waterloo;H0039;Markthalle / Landtag;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0012;Waterloo;H0039;Markthalle / Landtag;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0012;Waterloo;H0039;Markthalle / Landtag;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0039;Markthalle / Landtag;H0040;Kröpcke;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0039;Markthalle / Landtag;H0040;Kröpcke;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0039;Markthalle / Landtag;H0040;Kröpcke;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0196;Hauptbahnhof;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0196;Hauptbahnhof;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0196;Hauptbahnhof;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0196;Hauptbahnhof;H0041;Sedanstr. / Lister Meile;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0196;Hauptbahnhof;H0041;Sedanstr. / Lister Meile;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0196;Hauptbahnhof;H0041;Sedanstr. / Lister Meile;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0041;Sedanstr. / Lister Meile;H0042;Lister Platz;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0041;Sedanstr. / Lister Meile;H0042;Lister Platz;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0041;Sedanstr. / Lister Meile;H0042;Lister Platz;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0042;Lister Platz;H0043;Lortzingstr.;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0042;Lister Platz;H0043;Lortzingstr.;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0042;Lister Platz;H0043;Lortzingstr.;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0043;Lortzingstr.;H0044;Vier Grenzen;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0043;Lortzingstr.;H0044;Vier Grenzen;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0043;Lortzingstr.;H0044;Vier Grenzen;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0044;Vier Grenzen;H0045;Pelikanstr.;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0044;Vier Grenzen;H0045;Pelikanstr.;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0044;Vier Grenzen;H0045;Pelikanstr.;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0045;Pelikanstr.;H0046;Spannhagengarten;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0045;Pelikanstr.;H0046;Spannhagengarten;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0045;Pelikanstr.;H0046;Spannhagengarten;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0046;Spannhagengarten;H0047;Klingerstr.;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0046;Spannhagengarten;H0047;Klingerstr.;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0046;Spannhagengarten;H0047;Klingerstr.;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0047;Klingerstr.;H0048;Noltemeyerbrücke;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0047;Klingerstr.;H0048;Noltemeyerbrücke;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0047;Klingerstr.;H0048;Noltemeyerbrücke;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0048;Noltemeyerbrücke;H0050;Buchholz / Bhf.;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0048;Noltemeyerbrücke;H0051;I. d. Sieben Stücken;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0048;Noltemeyerbrücke;H0051;I. d. Sieben Stücken;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0050;Buchholz / Bhf.;H0052;Bothfelder Kirchweg;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0052;Bothfelder Kirchweg;H0053;Bothfeld;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0053;Bothfeld;H0054;Kurze-Kamp-Str.;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0054;Kurze-Kamp-Str.;H0055;Stadtfriedhof Bothfeld;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0055;Stadtfriedhof Bothfeld;H0056;Fasanenkrug;9;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0051;I. d. Sieben Stücken;H0057;Paracelsusweg;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0051;I. d. Sieben Stücken;H0057;Paracelsusweg;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0057;Paracelsusweg;H0058;Stadtfriedhof Lahe;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0058;Stadtfriedhof Lahe;H0059;Oldenburger Allee;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0059;Oldenburger Allee;H0060;Altwarmbüchen / Opelstr.;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0060;Altwarmbüchen / Opelstr.;H0061;Altwarmbüchen / Ernst-Grote-Str.;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0061;Altwarmbüchen / Ernst-Grote-Str.;H0062;Altwarmbüchen / Zentrum;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0062;Altwarmbüchen / Zentrum;H0063;Altwarmbüchen;3;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0057;Paracelsusweg;H0064;Pappelwiese;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0064;Pappelwiese;H0065;Schierholzstr.;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0065;Schierholzstr.;H0066;Kafkastr.;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0066;Kafkastr.;H0067;Am Forstkamp;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0067;Am Forstkamp;H0068;Misburg;7;blue;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0069;Garbsen;H0070;Auf der Horst / Marshof;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0070;Auf der Horst / Marshof;H0071;Auf der Horst / Skorpiongasse;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0071;Auf der Horst / Skorpiongasse;H0072;Schönebecker Allee;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0072;Schönebecker Allee;H0073;Pascalstr.;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0073;Pascalstr.;H0074;Wirtschaftspark Marienwerder;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0074;Wirtschaftspark Marienwerder;H0075;Jädekamp;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0075;Jädekamp;H0076;Auf der Klappenburg;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0076;Auf der Klappenburg;H0077;Laukerthof;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0077;Laukerthof;H0078;Freudenthalstr.;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0079;Stöcken;H0080;Stöckener Markt;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0080;Stöckener Markt;H0078;Freudenthalstr.;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0078;Freudenthalstr.;H0081;Stadtfriedhof Stöcken;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0081;Stadtfriedhof Stöcken;H0082;Bahnhof Leinhausen;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0082;Bahnhof Leinhausen;H0083;Herrenhäuser Markt;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0083;Herrenhäuser Markt;H0084;Schaumburgstr.;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0084;Schaumburgstr.;H0085;Herrenhäuser Gärten;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0085;Herrenhäuser Gärten;H0086;Appelstr.;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0086;Appelstr.;H0087;Schneiderberg / W.-Busch-Museum;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0087;Schneiderberg / W.-Busch-Museum;H0088;Leibniz Universität;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0088;Leibniz Universität;H0089;Königsworther Platz;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0089;Königsworther Platz;H0036;Steintor;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0078;Freudenthalstr.;H0081;Stadtfriedhof Stöcken;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0081;Stadtfriedhof Stöcken;H0082;Bahnhof Leinhausen;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0082;Bahnhof Leinhausen;H0083;Herrenhäuser Markt;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0083;Herrenhäuser Markt;H0084;Schaumburgstr.;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0084;Schaumburgstr.;H0085;Herrenhäuser Gärten;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0085;Herrenhäuser Gärten;H0086;Appelstr.;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0086;Appelstr.;H0087;Schneiderberg / W.-Busch-Museum;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0087;Schneiderberg / W.-Busch-Museum;H0088;Leibniz Universität;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0088;Leibniz Universität;H0089;Königsworther Platz;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0089;Königsworther Platz;H0036;Steintor;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0089;Königsworther Platz;H0036;Steintor;16;yellow;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0090;Nordhafen;H0091;Mecklenheidestr.;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0091;Mecklenheidestr.;H0092;Beneckeallee;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0092;Beneckeallee;H0093;Friedenauer Str.;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0093;Friedenauer Str.;H0094;Krepenstr.;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0094;Krepenstr.;H0095;Hainhölzer Markt;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0095;Hainhölzer Markt;H0096;Fenskestr.;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0096;Fenskestr.;H0097;Bahnhof Nordstadt;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0097;Bahnhof Nordstadt;H0098;A. d. Stangriede;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0099;Haltenhoffstr.;H0098;A. d. Stangriede;11;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0098;A. d. Stangriede;H0100;Kopernikusstr.;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0098;A. d. Stangriede;H0100;Kopernikusstr.;11;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0100;Kopernikusstr.;H0101;Christuskirche;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0100;Kopernikusstr.;H0101;Christuskirche;11;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0101;Christuskirche;H0036;Steintor;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0101;Christuskirche;H0036;Steintor;11;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0036;Steintor;H0040;Kröpcke;11;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0036;Steintor;H0040;Kröpcke;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0036;Steintor;H0040;Kröpcke;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0036;Steintor;H0040;Kröpcke;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0036;Steintor;H0040;Kröpcke;16;yellow;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0102;Aegidientorplatz;11;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0102;Aegidientorplatz;6;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0102;Aegidientorplatz;4;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0102;Aegidientorplatz;5;yellow;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0102;Aegidientorplatz;16;yellow;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0102;Aegidientorplatz;1;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0102;Aegidientorplatz;2;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0102;Aegidientorplatz;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0196;Hauptbahnhof;H0040;Kröpcke;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0196;Hauptbahnhof;H0040;Kröpcke;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0196;Hauptbahnhof;H0040;Kröpcke;16;yellow;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0040;Kröpcke;H0102;Aegidientorplatz;16;yellow;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0102;Aegidientorplatz;H0103;Schlägerstr.;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0103;Schlägerstr.;H0104;Geibelstr.;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0104;Geibelstr.;H0105;Altenbekener Damm;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0105;Altenbekener Damm;H0106;Döhrener Turm;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0106;Döhrener Turm;H0107;Fiedeler Str.;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0107;Fiedeler Str.;H0108;Peiner Str.;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0108;Peiner Str.;H0109;Bothmerstr.;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0102;Aegidientorplatz;H0103;Schlägerstr.;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0103;Schlägerstr.;H0104;Geibelstr.;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0104;Geibelstr.;H0105;Altenbekener Damm;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0105;Altenbekener Damm;H0106;Döhrener Turm;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0106;Döhrener Turm;H0107;Fiedeler Str.;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0107;Fiedeler Str.;H0108;Peiner Str.;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0108;Peiner Str.;H0109;Bothmerstr.;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0102;Aegidientorplatz;H0103;Schlägerstr.;1;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0103;Schlägerstr.;H0104;Geibelstr.;1;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0104;Geibelstr.;H0105;Altenbekener Damm;1;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0105;Altenbekener Damm;H0106;Döhrener Turm;1;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0106;Döhrener Turm;H0107;Fiedeler Str.;1;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0107;Fiedeler Str.;H0108;Peiner Str.;1;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0108;Peiner Str.;H0109;Bothmerstr.;1;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0102;Aegidientorplatz;H0103;Schlägerstr.;2;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0103;Schlägerstr.;H0104;Geibelstr.;2;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0104;Geibelstr.;H0105;Altenbekener Damm;2;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0105;Altenbekener Damm;H0106;Döhrener Turm;2;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0106;Döhrener Turm;H0107;Fiedeler Str.;2;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0107;Fiedeler Str.;H0108;Peiner Str.;2;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0108;Peiner Str.;H0109;Bothmerstr.;2;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0109;Bothmerstr.;H0110;Stadtfriedhof Seelhorst;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0110;Stadtfriedhof Seelhorst;H0111;Am Mittelfelde;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0111;Am Mittelfelde;H0112;Messe / Nord;8;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0109;Bothmerstr.;H0110;Stadtfriedhof Seelhorst;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0110;Stadtfriedhof Seelhorst;H0111;Am Mittelfelde;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0111;Am Mittelfelde;H0112;Messe / Nord;18;red;Hannover;Tram;3;bidirektional;internal;NA;pre 2020-11-30
H0109;Bothmerstr.;H0113;Wiehbergstr.;1;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
H0109;Bothmerstr.;H0113;Wiehbergstr.;2;red;Hannover;Tram;1;bidirektional;internal;NA;pre 2020-11-30
