"ID.Source";"ID.Target";"Weight";"City";"bCO";"c.rise";"c1.size";"c2.size";"cut.offRel";"weightedCutOff"
"HAL0001";"HAL0002";3;"Halle";0,00219903855988545;1;144;1;0,0138888888888889;3,05422022206312e-05
"HAL0002";"HAL0006";4;"Halle";0,00491341531537911;1;144;5;0,0694444444444444;0,000341209396901327
"HAL0003";"HAL0004";1;"Halle";0,000558610868521884;1;144;1;0,0138888888888889;7,75848428502617e-06
"HAL0004";"HAL0005";1;"Halle";0,00166796484685408;1;144;2;0,0277777777777778;4,63323568570577e-05
"HAL0005";"HAL0002";1;"Halle";0,00330839253821764;1;144;3;0,0416666666666667;0,000137849689092402
"HAL0006";"HAL0007";4;"Halle";0,00594802558595133;1;144;6;0,0833333333333333;0,000495668798829277
"HAL0007";"HAL0008";4;"Halle";0,00890433592182595;1;144;7;0,0972222222222222;0,000865699325733078
"HAL0008";"HAL0009";4;"Halle";0,0077033225545039;0;144;0;0;0
"HAL0008";"HAL0078";1;"Halle";0,00567068709136828;1;144;1;0,0138888888888889;7,87595429356706e-05
"HAL0009";"HAL0010";4;"Halle";0,00388523038108801;0;144;0;0;0
"HAL0010";"HAL0011";4;"Halle";0,00364355905933077;0;144;0;0;0
"HAL0011";"HAL0012";4;"Halle";0,00596454787924564;0;144;0;0;0
"HAL0012";"HAL0051";4;"Halle";0,00791666994489946;0;144;0;0;0
"HAL0013";"HAL0014";2;"Halle";0,00176303359795228;0;144;0;0;0
"HAL0013";"HAL0019";1;"Halle";0,00141685221464295;0;144;0;0;0
"HAL0014";"HAL0015";2;"Halle";0,00244425037306289;0;144;0;0;0
"HAL0015";"HAL0016";2;"Halle";0,00319824391625558;0;144;0;0;0
"HAL0016";"HAL0017";2;"Halle";0,00398501978741316;0;144;0;0;0
"HAL0017";"HAL0018";2;"Halle";0,0048176909177216;0;144;0;0;0
"HAL0018";"HAL0012";2;"Halle";0,0067968256216185;0;144;0;0;0
"HAL0019";"HAL0020";1;"Halle";0,00165406513979696;0;144;0;0;0
"HAL0020";"HAL0021";1;"Halle";0,00230158168175965;0;144;0;0;0
"HAL0021";"HAL0022";1;"Halle";0,00402985749717877;0;144;0;0;0
"HAL0022";"HAL0023";1;"Halle";0,00514413733959608;0;144;0;0;0
"HAL0022";"HAL0030";1;"Halle";0,00300591723574234;0;144;0;0;0
"HAL0023";"HAL0024";1;"Halle";0,00533711115177824;0;144;0;0;0
"HAL0024";"HAL0025";1;"Halle";0,010647201150423;0;144;0;0;0
"HAL0025";"HAL0033";4;"Halle";0,0104484150740671;0;144;0;0;0
"HAL0025";"HAL0037";1;"Halle";0,00776228220996556;1;144;1;0,0138888888888889;0,000107809475138411
"HAL0025";"HAL0041";1;"Halle";0,0144840218252308;0;144;0;0;0
